,Asset_Name,Pre_Crash_Peak,Pre_Crash_Peak_Date,Market_Bottom_Value,Market_Bottom_Date,Period_End_Value,Peak_to_Trough_Drop,Total_Period_Return,Recovery_from_Bottom,Max_Drawdown
0,^GSPC,3386.14990234375,2020-02-19,2237.39990234375,2020-03-23,3732.0400390625,-33.92496000265327,14.555302644139157,66.80254768729834,-33.92496000265327
