Date,^GSPC,^IXIC,^DJI,^RUT,^VIX,AAPL,MSFT,AMZN,GOOGL,TSLA,AAL,UAL,MAR,XOM,CVX,JPM,GS,GLD,TLT
2020-06-03,3122.8701171875,9682.91015625,26269.890625,1452.0899658203125,25.65999984741211,78.8437728881836,177.29928588867188,123.91999816894531,71.46955871582031,58.86399841308594,11.850000381469727,33.650001525878906,96.57130432128906,38.53604507446289,77.18798828125,89.8600082397461,185.76976013183594,159.60000610351562,136.4056396484375
2020-06-04,3112.35009765625,9615.8095703125,26281.8203125,1452.06005859375,25.809999465942383,78.16476440429688,174.96539306640625,123.02999877929688,70.23060607910156,57.62533187866211,16.719999313354492,39.099998474121094,101.3273696899414,38.42646408081055,76.47314453125,91.73014068603516,189.51919555664062,161.27999877929688,134.43060302734375
2020-06-05,3193.929931640625,9814.080078125,27110.98046875,1507.1500244140625,24.520000457763672,80.39096069335938,179.0592803955078,124.1500015258789,71.5078125,59.04399871826172,18.59000015258789,42.40999984741211,104.36273193359375,41.54128646850586,80.07120513916016,95.858154296875,192.25405883789062,158.00999450683594,133.4730224609375
2020-06-08,3232.389892578125,9924.75,27572.439453125,1536.8900146484375,25.809999465942383,80.86630249023438,180.16880798339844,126.2030029296875,71.90605163574219,63.327999114990234,20.309999465942383,48.689998626708984,109.3701400756836,42.84042739868164,82.0013198852539,97.7713623046875,194.80374145507812,159.72000122070312,133.9860076904297
2020-06-09,3207.179931640625,9953.75,27272.30078125,1507.050048828125,27.56999969482422,83.41987609863281,181.54623413085938,130.04299926757812,72.10665893554688,62.711334228515625,18.549999237060547,44.63999938964844,103.74405670166016,41.88562774658203,80.64310455322266,95.26349639892578,192.41287231445312,161.25999450683594,135.50791931152344
2020-06-10,3190.139892578125,10020.349609375,26989.990234375,1467.3900146484375,27.56999969482422,85.5660629272461,188.2801055908203,132.37249755859375,72.73335266113281,68.336669921875,17.020000457763672,39.720001220703125,99.20066833496094,39.639522552490234,77.50569915771484,91.40261840820312,188.37232971191406,163.57000732421875,137.51707458496094
2020-06-11,3002.10009765625,9492.73046875,25128.169921875,1356.219970703125,40.790000915527344,81.45799255371094,178.169677734375,127.89800262451172,69.61485290527344,64.85600280761719,14.380000114440918,33.31999969482422,88.39319610595703,36.1412353515625,70.98468780517578,83.77568817138672,171.26600646972656,162.38999938964844,140.11627197265625
2020-06-12,3041.31005859375,9588.8095703125,25605.5390625,1387.6800537109375,36.09000015258789,82.16127014160156,179.57579040527344,127.2509994506836,70.16209411621094,62.35200119018555,16.739999771118164,39.65999984741211,89.18586730957031,36.916015625,73.38339233398438,86.0680923461914,178.01502990722656,162.6199951171875,138.76541137695312
2020-06-15,3066.590087890625,9726.01953125,25763.16015625,1419.6099853515625,34.400001525878906,83.17738342285156,180.72364807128906,128.63400268554688,70.55040740966797,66.05999755859375,16.700000762939453,39.0,87.76484680175781,36.892539978027344,72.46202850341797,87.25736999511719,182.01148986816406,162.3300018310547,138.84237670898438
2020-06-16,3124.739990234375,9895.8701171875,26289.98046875,1452.260009765625,33.66999816894531,85.38175201416016,185.15228271484375,130.7635040283203,71.82809448242188,65.47533416748047,17.030000686645508,40.209999084472656,90.85823059082031,37.722110748291016,74.68600463867188,87.95541381835938,184.90516662597656,162.25,136.71340942382812
2020-06-17,3113.489990234375,9910.5302734375,26119.609375,1426.530029296875,33.470001220703125,85.262939453125,185.79310607910156,132.0489959716797,72.1295166015625,66.11933135986328,16.979999542236328,39.25,88.09353637695312,36.493408203125,72.70823669433594,85.73197174072266,181.9055938720703,162.55999755859375,137.2777099609375
2020-06-18,3115.340087890625,9943.0498046875,26080.099609375,1427.3299560546875,32.939998626708984,85.29688262939453,187.7826690673828,132.69900512695312,71.21483612060547,66.9306640625,16.489999771118164,39.34000015258789,89.6595458984375,36.72036361694336,73.02597045898438,85.2666015625,179.8323974609375,162.24000549316406,138.73117065429688
2020-06-19,3097.739990234375,9946.1201171875,25871.4609375,1418.6300048828125,35.119998931884766,84.80944061279297,186.66357421875,133.75050354003906,70.74408721923828,66.72666931152344,16.0,36.84000015258789,86.69183349609375,35.984710693359375,71.9854736328125,84.29275512695312,177.88267517089844,164.02999877929688,138.84237670898438
2020-06-22,3117.860107421875,10056.48046875,26024.9609375,1433.530029296875,31.770000457763672,87.02836608886719,191.84788513183594,135.6909942626953,72.03617095947266,66.28800201416016,14.920000076293945,36.540000915527344,87.17517852783203,36.32905578613281,72.74797821044922,83.3792724609375,179.46185302734375,165.08999633789062,138.85948181152344
2020-06-23,3131.2900390625,10131.3701171875,26156.099609375,1439.3399658203125,31.3700008392334,88.88597869873047,193.1295928955078,138.2205047607422,72.69759368896484,66.78533172607422,14.0,36.08000183105469,87.60051727294922,36.54819869995117,72.62882232666016,84.39620971679688,180.6616668701172,166.47999572753906,137.91036987304688
2020-06-24,3050.330078125,9909.169921875,25445.939453125,1389.739990234375,33.84000015258789,87.31695556640625,189.23658752441406,136.72000122070312,71.1443099975586,64.0566635131836,13.039999961853027,33.06999969482422,82.16777801513672,34.82643127441406,69.61056518554688,81.5781021118164,174.69784545898438,165.89999389648438,139.38949584960938
