Date,^IXIC
1998-07-24,1930.989990234375
1998-07-27,1933.260009765625
1998-07-28,1896.530029296875
1998-07-29,1881.489990234375
1998-07-30,1919.5799560546875
1998-07-31,1872.3900146484375
1998-08-03,1851.0999755859375
1998-08-04,1785.6400146484375
1998-08-05,1788.199951171875
1998-08-06,1829.510009765625
1998-08-07,1846.77001953125
1998-08-10,1839.2099609375
1998-08-11,1792.699951171875
1998-08-12,1825.530029296875
1998-08-13,1802.5400390625
1998-08-14,1790.18994140625
1998-08-17,1818.0400390625
1998-08-18,1855.1199951171875
1998-08-19,1842.68994140625
1998-08-20,1832.449951171875
1998-08-21,1797.6099853515625
1998-08-24,1790.8199462890625
1998-08-25,1798.1700439453125
1998-08-26,1768.1300048828125
1998-08-27,1686.4100341796875
1998-08-28,1639.6800537109375
1998-08-31,1499.25
1998-09-01,1575.0899658203125
1998-09-02,1592.8499755859375
1998-09-03,1571.8599853515625
1998-09-04,1566.52001953125
1998-09-08,1660.8599853515625
1998-09-09,1624.550048828125
1998-09-10,1585.3299560546875
1998-09-11,1641.6400146484375
1998-09-14,1665.68994140625
1998-09-15,1678.1099853515625
1998-09-16,1689.9100341796875
1998-09-17,1646.25
1998-09-18,1663.77001953125
1998-09-21,1680.4300537109375
1998-09-22,1697.800048828125
1998-09-23,1760.27001953125
1998-09-24,1720.3399658203125
1998-09-25,1743.5899658203125
1998-09-28,1739.219970703125
1998-09-29,1734.050048828125
1998-09-30,1693.8399658203125
1998-10-01,1612.3299560546875
1998-10-02,1614.97998046875
1998-10-05,1536.68994140625
1998-10-06,1510.8900146484375
1998-10-07,1462.6099853515625
1998-10-08,1419.1199951171875
1998-10-09,1492.489990234375
1998-10-12,1546.0799560546875
1998-10-13,1509.449951171875
1998-10-14,1540.969970703125
1998-10-15,1611.010009765625
1998-10-16,1620.949951171875
1998-10-19,1648.72998046875
1998-10-20,1639.18994140625
1998-10-21,1674.75
1998-10-22,1702.6400146484375
1998-10-23,1693.8599853515625
1998-10-26,1724.97998046875
1998-10-27,1717.6300048828125
1998-10-28,1737.3499755859375
1998-10-29,1757.18994140625
1998-10-30,1771.3900146484375
1998-11-02,1800.9100341796875
1998-11-03,1788.4300537109375
1998-11-04,1823.5699462890625
1998-11-05,1837.0999755859375
1998-11-06,1856.56005859375
1998-11-09,1861.050048828125
1998-11-10,1865.6199951171875
1998-11-11,1862.1099853515625
1998-11-12,1851.06005859375
1998-11-13,1847.989990234375
1998-11-16,1861.6800537109375
1998-11-17,1878.52001953125
1998-11-18,1897.43994140625
1998-11-19,1919.6800537109375
1998-11-20,1928.2099609375
1998-11-23,1977.4200439453125
1998-11-24,1965.8800048828125
1998-11-25,1985.2099609375
1998-11-27,2016.43994140625
1998-11-30,1949.5400390625
1998-12-01,2003.75
1998-12-02,1995.2099609375
1998-12-03,1954.3299560546875
1998-12-04,2003.1600341796875
1998-12-07,2040.6400146484375
1998-12-08,2034.75
1998-12-09,2050.419921875
1998-12-10,2015.9599609375
1998-12-11,2029.31005859375
1998-12-14,1966.9200439453125
1998-12-15,2012.5999755859375
1998-12-16,2009.3599853515625
1998-12-17,2043.8800048828125
1998-12-18,2086.139892578125
1998-12-21,2138.030029296875
1998-12-22,2120.97998046875
1998-12-23,2172.5400390625
1998-12-24,2163.0400390625
1998-12-28,2180.300048828125
1998-12-29,2181.77001953125
1998-12-30,2166.949951171875
1998-12-31,2192.68994140625
1999-01-04,2208.050048828125
1999-01-05,2251.27001953125
1999-01-06,2320.860107421875
1999-01-07,2326.090087890625
1999-01-08,2344.409912109375
1999-01-11,2384.590087890625
1999-01-12,2320.75
1999-01-13,2316.81005859375
1999-01-14,2276.820068359375
1999-01-15,2348.199951171875
1999-01-19,2408.169921875
1999-01-20,2415.489990234375
1999-01-21,2344.719970703125
1999-01-22,2338.8798828125
1999-01-25,2369.31005859375
1999-01-26,2433.409912109375
1999-01-27,2407.139892578125
1999-01-28,2477.340087890625
1999-01-29,2505.889892578125
1999-02-01,2510.090087890625
1999-02-02,2463.419921875
1999-02-03,2493.409912109375
1999-02-04,2410.070068359375
1999-02-05,2373.6201171875
1999-02-08,2404.919921875
1999-02-09,2310.7900390625
1999-02-10,2309.5
1999-02-11,2405.550048828125
1999-02-12,2321.889892578125
1999-02-16,2313.8701171875
1999-02-17,2248.909912109375
1999-02-18,2260.550048828125
1999-02-19,2283.60009765625
1999-02-22,2342.010009765625
1999-02-23,2376.35009765625
1999-02-24,2339.3798828125
1999-02-25,2326.820068359375
1999-02-26,2288.030029296875
1999-03-01,2295.179931640625
1999-03-02,2259.030029296875
1999-03-03,2265.199951171875
1999-03-04,2292.889892578125
1999-03-05,2337.110107421875
1999-03-08,2397.6201171875
1999-03-09,2392.93994140625
1999-03-10,2406.0
1999-03-11,2412.25
1999-03-12,2381.530029296875
1999-03-15,2431.43994140625
1999-03-16,2439.27001953125
1999-03-17,2428.969970703125
1999-03-18,2462.9599609375
1999-03-19,2421.27001953125
1999-03-22,2395.93994140625
1999-03-23,2322.840087890625
1999-03-24,2365.280029296875
1999-03-25,2434.800048828125
1999-03-26,2419.169921875
1999-03-29,2492.840087890625
1999-03-30,2480.2900390625
1999-03-31,2461.39990234375
1999-04-01,2493.3701171875
1999-04-05,2560.06005859375
1999-04-06,2563.169921875
1999-04-07,2544.429931640625
1999-04-08,2573.389892578125
1999-04-09,2593.050048828125
1999-04-12,2598.81005859375
1999-04-13,2583.5
1999-04-14,2507.280029296875
1999-04-15,2521.77001953125
1999-04-16,2484.0400390625
1999-04-19,2345.610107421875
1999-04-20,2409.639892578125
1999-04-21,2489.080078125
1999-04-22,2561.610107421875
1999-04-23,2590.68994140625
1999-04-26,2652.050048828125
1999-04-27,2602.409912109375
1999-04-28,2550.3701171875
1999-04-29,2528.43994140625
1999-04-30,2542.860107421875
1999-05-03,2535.580078125
1999-05-04,2485.1201171875
1999-05-05,2534.449951171875
1999-05-06,2472.280029296875
1999-05-07,2503.6201171875
1999-05-10,2526.389892578125
1999-05-11,2566.679931640625
1999-05-12,2606.5400390625
1999-05-13,2582.0
1999-05-14,2527.860107421875
1999-05-17,2561.840087890625
1999-05-18,2558.360107421875
1999-05-19,2577.39990234375
1999-05-20,2542.22998046875
1999-05-21,2520.139892578125
1999-05-24,2453.659912109375
1999-05-25,2380.89990234375
1999-05-26,2427.179931640625
1999-05-27,2419.14990234375
1999-05-28,2470.52001953125
1999-06-01,2412.030029296875
1999-06-02,2432.409912109375
1999-06-03,2403.320068359375
1999-06-04,2478.340087890625
1999-06-07,2524.2099609375
1999-06-08,2474.56005859375
1999-06-09,2519.35009765625
1999-06-10,2484.6201171875
1999-06-11,2447.8798828125
1999-06-14,2398.31005859375
1999-06-15,2414.669921875
1999-06-16,2517.830078125
1999-06-17,2544.14990234375
1999-06-18,2563.43994140625
1999-06-21,2630.280029296875
1999-06-22,2580.260009765625
1999-06-23,2598.1201171875
1999-06-24,2553.989990234375
1999-06-25,2552.64990234375
1999-06-28,2602.43994140625
1999-06-29,2642.110107421875
1999-06-30,2686.1201171875
1999-07-01,2706.179931640625
1999-07-02,2741.02001953125
1999-07-06,2736.780029296875
1999-07-07,2743.0400390625
1999-07-08,2771.860107421875
1999-07-09,2793.070068359375
1999-07-12,2790.43994140625
1999-07-13,2778.22998046875
1999-07-14,2818.1298828125
1999-07-15,2839.3701171875
1999-07-16,2864.47998046875
1999-07-19,2830.2900390625
1999-07-20,2732.179931640625
1999-07-21,2761.77001953125
1999-07-22,2684.43994140625
1999-07-23,2692.39990234375
1999-07-26,2619.18994140625
1999-07-27,2679.330078125
1999-07-28,2705.840087890625
1999-07-29,2640.010009765625
1999-07-30,2638.489990234375
1999-08-02,2623.6298828125
1999-08-03,2587.989990234375
1999-08-04,2540.0
1999-08-05,2565.830078125
1999-08-06,2547.969970703125
1999-08-09,2518.97998046875
1999-08-10,2490.110107421875
1999-08-11,2564.97998046875
1999-08-12,2549.489990234375
1999-08-13,2637.81005859375
1999-08-16,2645.280029296875
1999-08-17,2671.22998046875
1999-08-18,2657.72998046875
1999-08-19,2621.429931640625
1999-08-20,2648.330078125
1999-08-23,2719.570068359375
1999-08-24,2752.3701171875
1999-08-25,2805.60009765625
1999-08-26,2774.6201171875
1999-08-27,2758.89990234375
1999-08-30,2712.68994140625
1999-08-31,2739.35009765625
1999-09-01,2750.800048828125
1999-09-02,2734.239990234375
1999-09-03,2843.110107421875
1999-09-07,2837.260009765625
1999-09-08,2808.739990234375
1999-09-09,2852.02001953125
1999-09-10,2887.06005859375
1999-09-13,2844.77001953125
1999-09-14,2868.2900390625
1999-09-15,2814.169921875
1999-09-16,2806.719970703125
1999-09-17,2869.6201171875
1999-09-20,2886.14990234375
1999-09-21,2821.10009765625
1999-09-22,2858.159912109375
1999-09-23,2749.830078125
1999-09-24,2740.409912109375
1999-09-27,2761.75
1999-09-28,2756.25
1999-09-29,2730.27001953125
1999-09-30,2746.159912109375
1999-10-01,2736.85009765625
1999-10-04,2795.969970703125
1999-10-05,2799.669921875
1999-10-06,2857.2099609375
1999-10-07,2860.699951171875
1999-10-08,2886.570068359375
1999-10-11,2915.949951171875
1999-10-12,2872.429931640625
1999-10-13,2801.27001953125
1999-10-14,2806.840087890625
1999-10-15,2731.830078125
1999-10-18,2689.14990234375
1999-10-19,2688.179931640625
1999-10-20,2788.1298828125
1999-10-21,2801.949951171875
1999-10-22,2816.52001953125
1999-10-25,2815.949951171875
1999-10-26,2811.469970703125
1999-10-27,2802.52001953125
1999-10-28,2875.219970703125
1999-10-29,2966.429931640625
1999-11-01,2967.64990234375
1999-11-02,2981.6298828125
1999-11-03,3028.510009765625
1999-11-04,3055.949951171875
1999-11-05,3102.2900390625
1999-11-08,3143.969970703125
1999-11-09,3125.0400390625
1999-11-10,3155.9599609375
1999-11-11,3197.2900390625
1999-11-12,3221.14990234375
1999-11-15,3219.5400390625
1999-11-16,3295.52001953125
1999-11-17,3269.389892578125
1999-11-18,3347.110107421875
1999-11-19,3369.25
1999-11-22,3392.56005859375
1999-11-23,3342.8701171875
1999-11-24,3420.5
1999-11-26,3447.81005859375
1999-11-29,3421.3701171875
1999-11-30,3336.159912109375
1999-12-01,3353.7099609375
1999-12-02,3452.780029296875
1999-12-03,3520.6298828125
1999-12-06,3546.010009765625
1999-12-07,3586.919921875
1999-12-08,3586.080078125
1999-12-09,3594.169921875
1999-12-10,3620.239990234375
1999-12-13,3658.169921875
1999-12-14,3571.659912109375
1999-12-15,3621.949951171875
1999-12-16,3715.06005859375
1999-12-17,3753.06005859375
1999-12-20,3783.8701171875
1999-12-21,3911.14990234375
1999-12-22,3937.300048828125
1999-12-23,3969.43994140625
1999-12-27,3975.3798828125
1999-12-28,3972.110107421875
1999-12-29,4041.4599609375
1999-12-30,4036.8701171875
1999-12-31,4069.31005859375
2000-01-03,4131.14990234375
2000-01-04,3901.68994140625
2000-01-05,3877.5400390625
2000-01-06,3727.1298828125
2000-01-07,3882.6201171875
2000-01-10,4049.669921875
2000-01-11,3921.18994140625
2000-01-12,3850.02001953125
2000-01-13,3957.2099609375
2000-01-14,4064.27001953125
2000-01-18,4130.81005859375
2000-01-19,4151.2900390625
2000-01-20,4189.509765625
2000-01-21,4235.39990234375
2000-01-24,4096.080078125
2000-01-25,4167.41015625
2000-01-26,4069.909912109375
2000-01-27,4039.56005859375
2000-01-28,3887.070068359375
2000-01-31,3940.35009765625
2000-02-01,4051.97998046875
2000-02-02,4073.9599609375
2000-02-03,4210.97998046875
2000-02-04,4244.14013671875
2000-02-07,4321.77001953125
2000-02-08,4427.5
2000-02-09,4363.240234375
2000-02-10,4485.6298828125
2000-02-11,4395.4501953125
2000-02-14,4418.5498046875
2000-02-15,4420.77001953125
2000-02-16,4427.64990234375
2000-02-17,4548.919921875
2000-02-18,4411.740234375
2000-02-22,4382.1201171875
2000-02-23,4550.330078125
2000-02-24,4617.64990234375
2000-02-25,4590.5
2000-02-28,4577.85009765625
2000-02-29,4696.68994140625
2000-03-01,4784.080078125
2000-03-02,4754.509765625
2000-03-03,4914.7900390625
2000-03-06,4904.85009765625
2000-03-07,4847.83984375
2000-03-08,4897.259765625
2000-03-09,5046.85986328125
2000-03-10,5048.6201171875
2000-03-13,4907.240234375
2000-03-14,4706.6298828125
2000-03-15,4582.6201171875
2000-03-16,4717.39013671875
2000-03-17,4798.1298828125
2000-03-20,4610.0
2000-03-21,4711.68017578125
2000-03-22,4864.75
2000-03-23,4940.60986328125
2000-03-24,4963.02978515625
2000-03-27,4958.56005859375
2000-03-28,4833.89013671875
2000-03-29,4644.669921875
2000-03-30,4457.89013671875
2000-03-31,4572.830078125
2000-04-03,4223.68017578125
2000-04-04,4148.89013671875
2000-04-05,4169.22021484375
2000-04-06,4267.56005859375
2000-04-07,4446.4501953125
2000-04-10,4188.2001953125
2000-04-11,4055.89990234375
2000-04-12,3769.6298828125
2000-04-13,3676.780029296875
2000-04-14,3321.2900390625
2000-04-17,3539.159912109375
2000-04-18,3793.570068359375
2000-04-19,3706.409912109375
2000-04-20,3643.8798828125
2000-04-24,3482.47998046875
2000-04-25,3711.22998046875
2000-04-26,3630.090087890625
2000-04-27,3774.030029296875
2000-04-28,3860.659912109375
2000-05-01,3958.080078125
2000-05-02,3785.449951171875
2000-05-03,3707.31005859375
2000-05-04,3720.239990234375
2000-05-05,3816.820068359375
2000-05-08,3669.3798828125
2000-05-09,3585.010009765625
2000-05-10,3384.72998046875
2000-05-11,3499.580078125
2000-05-12,3529.06005859375
2000-05-15,3607.64990234375
2000-05-16,3717.570068359375
2000-05-17,3644.9599609375
2000-05-18,3538.7099609375
2000-05-19,3390.39990234375
2000-05-22,3364.2099609375
2000-05-23,3164.550048828125
2000-05-24,3270.610107421875
2000-05-25,3205.35009765625
2000-05-26,3205.110107421875
2000-05-30,3459.47998046875
2000-05-31,3400.909912109375
2000-06-01,3582.5
2000-06-02,3813.3798828125
2000-06-05,3821.760009765625
2000-06-06,3756.3701171875
2000-06-07,3839.260009765625
2000-06-08,3825.56005859375
2000-06-09,3874.840087890625
2000-06-12,3767.909912109375
2000-06-13,3851.06005859375
2000-06-14,3797.409912109375
2000-06-15,3845.739990234375
2000-06-16,3860.56005859375
2000-06-19,3989.830078125
2000-06-20,4013.360107421875
2000-06-21,4064.010009765625
2000-06-22,3936.840087890625
2000-06-23,3845.340087890625
2000-06-26,3912.1201171875
2000-06-27,3858.9599609375
2000-06-28,3940.340087890625
2000-06-29,3877.22998046875
2000-06-30,3966.110107421875
2000-07-03,3991.929931640625
2000-07-05,3863.10009765625
2000-07-06,3960.570068359375
2000-07-07,4023.199951171875
2000-07-10,3980.2900390625
2000-07-11,3956.419921875
2000-07-12,4099.58984375
2000-07-13,4174.85986328125
2000-07-14,4246.18017578125
2000-07-17,4274.669921875
2000-07-18,4177.169921875
2000-07-19,4055.6298828125
2000-07-20,4184.56005859375
2000-07-21,4094.449951171875
2000-07-24,3981.570068359375
2000-07-25,4029.570068359375
2000-07-26,3987.719970703125
2000-07-27,3842.22998046875
2000-07-28,3663.0
2000-07-31,3766.989990234375
2000-08-01,3685.52001953125
2000-08-02,3658.4599609375
2000-08-03,3759.8798828125
2000-08-04,3787.360107421875
2000-08-07,3862.989990234375
2000-08-08,3848.550048828125
2000-08-09,3853.5
2000-08-10,3759.989990234375
2000-08-11,3789.469970703125
2000-08-14,3849.68994140625
2000-08-15,3851.659912109375
2000-08-16,3861.199951171875
2000-08-17,3940.8701171875
2000-08-18,3930.340087890625
2000-08-21,3953.14990234375
2000-08-22,3958.2099609375
2000-08-23,4011.010009765625
2000-08-24,4053.280029296875
2000-08-25,4042.679931640625
2000-08-28,4070.590087890625
2000-08-29,4082.169921875
2000-08-30,4103.81005859375
2000-08-31,4206.35009765625
2000-09-01,4234.330078125
2000-09-05,4143.18017578125
2000-09-06,4013.340087890625
2000-09-07,4098.35009765625
2000-09-08,3978.409912109375
2000-09-11,3896.35009765625
2000-09-12,3849.510009765625
2000-09-13,3893.889892578125
2000-09-14,3913.860107421875
2000-09-15,3835.22998046875
2000-09-18,3726.52001953125
2000-09-19,3865.639892578125
2000-09-20,3897.43994140625
2000-09-21,3828.8701171875
2000-09-22,3803.760009765625
2000-09-25,3741.219970703125
2000-09-26,3689.10009765625
2000-09-27,3656.300048828125
2000-09-28,3778.320068359375
2000-09-29,3672.820068359375
2000-10-02,3568.89990234375
2000-10-03,3455.830078125
2000-10-04,3523.10009765625
2000-10-05,3472.10009765625
2000-10-06,3361.010009765625
2000-10-09,3355.56005859375
2000-10-10,3240.5400390625
2000-10-11,3168.489990234375
2000-10-12,3074.679931640625
2000-10-13,3316.77001953125
2000-10-16,3290.280029296875
2000-10-17,3213.9599609375
2000-10-18,3171.56005859375
2000-10-19,3418.60009765625
2000-10-20,3483.139892578125
2000-10-23,3468.68994140625
2000-10-24,3419.7900390625
2000-10-25,3229.570068359375
2000-10-26,3272.179931640625
2000-10-27,3278.360107421875
2000-10-30,3191.39990234375
2000-10-31,3369.6298828125
2000-11-01,3333.389892578125
2000-11-02,3429.02001953125
2000-11-03,3451.580078125
2000-11-06,3416.2099609375
2000-11-07,3415.7900390625
2000-11-08,3231.699951171875
2000-11-09,3200.35009765625
2000-11-10,3028.989990234375
2000-11-13,2966.719970703125
2000-11-14,3138.27001953125
2000-11-15,3165.489990234375
2000-11-16,3031.8798828125
2000-11-17,3027.18994140625
2000-11-20,2875.639892578125
2000-11-21,2871.449951171875
2000-11-22,2755.340087890625
2000-11-24,2904.3798828125
2000-11-27,2880.489990234375
2000-11-28,2734.97998046875
2000-11-29,2706.929931640625
2000-11-30,2597.929931640625
2000-12-01,2645.2900390625
2000-12-04,2615.75
2000-12-05,2889.800048828125
2000-12-06,2796.5
2000-12-07,2752.659912109375
2000-12-08,2917.429931640625
2000-12-11,3015.10009765625
2000-12-12,2931.77001953125
2000-12-13,2822.77001953125
2000-12-14,2728.510009765625
2000-12-15,2653.27001953125
2000-12-18,2624.52001953125
2000-12-19,2511.7099609375
2000-12-20,2332.780029296875
2000-12-21,2340.1201171875
2000-12-22,2517.02001953125
2000-12-26,2493.52001953125
2000-12-27,2539.35009765625
2000-12-28,2557.760009765625
2000-12-29,2470.52001953125
2001-01-02,2291.860107421875
2001-01-03,2616.68994140625
2001-01-04,2566.830078125
2001-01-05,2407.64990234375
2001-01-08,2395.919921875
2001-01-09,2441.300048828125
2001-01-10,2524.179931640625
2001-01-11,2640.570068359375
2001-01-12,2626.5
2001-01-16,2618.550048828125
2001-01-17,2682.780029296875
2001-01-18,2768.489990234375
2001-01-19,2770.3798828125
2001-01-22,2757.909912109375
2001-01-23,2840.389892578125
2001-01-24,2859.14990234375
2001-01-25,2754.280029296875
2001-01-26,2781.300048828125
2001-01-29,2838.340087890625
2001-01-30,2838.35009765625
2001-01-31,2772.72998046875
2001-02-01,2782.7900390625
2001-02-02,2660.5
2001-02-05,2643.2099609375
2001-02-06,2664.489990234375
2001-02-07,2607.820068359375
2001-02-08,2562.06005859375
2001-02-09,2470.969970703125
2001-02-12,2489.659912109375
2001-02-13,2427.719970703125
2001-02-14,2491.39990234375
2001-02-15,2552.909912109375
2001-02-16,2425.3798828125
2001-02-20,2318.35009765625
2001-02-21,2268.93994140625
2001-02-22,2244.9599609375
2001-02-23,2262.510009765625
2001-02-26,2308.5
2001-02-27,2207.820068359375
2001-02-28,2151.830078125
2001-03-01,2183.3701171875
2001-03-02,2117.6298828125
2001-03-05,2142.919921875
2001-03-06,2204.429931640625
2001-03-07,2223.919921875
2001-03-08,2168.72998046875
2001-03-09,2052.780029296875
2001-03-12,1923.3800048828125
2001-03-13,2014.780029296875
2001-03-14,1972.0899658203125
2001-03-15,1940.7099609375
2001-03-16,1890.9100341796875
2001-03-19,1951.1800537109375
2001-03-20,1857.43994140625
2001-03-21,1830.22998046875
2001-03-22,1897.699951171875
2001-03-23,1928.6800537109375
2001-03-26,1918.489990234375
2001-03-27,1972.22998046875
2001-03-28,1854.1300048828125
2001-03-29,1820.5699462890625
2001-03-30,1840.260009765625
2001-04-02,1782.969970703125
2001-04-03,1673.0
2001-04-04,1638.800048828125
2001-04-05,1785.0
2001-04-06,1720.3599853515625
2001-04-09,1745.7099609375
2001-04-10,1852.030029296875
2001-04-11,1898.949951171875
2001-04-12,1961.4300537109375
2001-04-16,1909.5699462890625
2001-04-17,1923.219970703125
2001-04-18,2079.43994140625
2001-04-19,2182.139892578125
2001-04-20,2163.409912109375
2001-04-23,2059.320068359375
2001-04-24,2016.6099853515625
2001-04-25,2059.800048828125
2001-04-26,2034.8800048828125
2001-04-27,2075.679931640625
2001-04-30,2116.239990234375
2001-05-01,2168.239990234375
2001-05-02,2220.60009765625
2001-05-03,2146.199951171875
2001-05-04,2191.530029296875
2001-05-07,2173.570068359375
2001-05-08,2198.77001953125
2001-05-09,2156.6298828125
2001-05-10,2128.860107421875
2001-05-11,2107.429931640625
2001-05-14,2081.919921875
2001-05-15,2085.580078125
2001-05-16,2166.43994140625
2001-05-17,2193.679931640625
2001-05-18,2198.8798828125
2001-05-21,2305.590087890625
2001-05-22,2313.85009765625
2001-05-23,2243.47998046875
2001-05-24,2282.02001953125
2001-05-25,2251.030029296875
2001-05-29,2175.5400390625
2001-05-30,2084.5
2001-05-31,2110.489990234375
2001-06-01,2149.43994140625
2001-06-04,2155.929931640625
2001-06-05,2233.659912109375
2001-06-06,2217.72998046875
2001-06-07,2264.0
2001-06-08,2215.10009765625
2001-06-11,2170.780029296875
2001-06-12,2169.949951171875
2001-06-13,2121.659912109375
2001-06-14,2044.0699462890625
2001-06-15,2028.4300537109375
2001-06-18,1988.6300048828125
2001-06-19,1992.6600341796875
2001-06-20,2031.239990234375
2001-06-21,2058.760009765625
2001-06-22,2034.8399658203125
2001-06-25,2050.8701171875
2001-06-26,2064.6201171875
2001-06-27,2074.739990234375
2001-06-28,2125.4599609375
2001-06-29,2160.5400390625
2001-07-02,2148.719970703125
2001-07-03,2140.800048828125
2001-07-05,2080.110107421875
2001-07-06,2004.1600341796875
2001-07-09,2026.7099609375
2001-07-10,1962.7900390625
2001-07-11,1972.0400390625
2001-07-12,2075.739990234375
2001-07-13,2084.7900390625
2001-07-16,2029.1199951171875
2001-07-17,2067.320068359375
2001-07-18,2016.1700439453125
2001-07-19,2046.5899658203125
2001-07-20,2029.3699951171875
2001-07-23,1988.56005859375
2001-07-24,1959.239990234375
2001-07-25,1984.3199462890625
2001-07-26,2022.9599609375
2001-07-27,2029.0699462890625
2001-07-30,2017.8399658203125
2001-07-31,2027.1300048828125
2001-08-01,2068.3798828125
2001-08-02,2087.3798828125
2001-08-03,2066.330078125
2001-08-06,2034.260009765625
2001-08-07,2027.7900390625
2001-08-08,1966.3599853515625
2001-08-09,1963.3199462890625
2001-08-10,1956.469970703125
2001-08-13,1982.25
2001-08-14,1964.530029296875
2001-08-15,1918.8900146484375
2001-08-16,1930.3199462890625
2001-08-17,1867.010009765625
2001-08-20,1881.3499755859375
2001-08-21,1831.300048828125
2001-08-22,1860.010009765625
2001-08-23,1842.969970703125
2001-08-24,1916.800048828125
2001-08-27,1912.4100341796875
2001-08-28,1864.97998046875
2001-08-29,1843.1700439453125
2001-08-30,1791.6800537109375
2001-08-31,1805.4300537109375
2001-09-04,1770.780029296875
2001-09-05,1759.010009765625
2001-09-06,1705.6400146484375
2001-09-07,1687.699951171875
2001-09-10,1695.3800048828125
2001-09-17,1579.550048828125
2001-09-18,1555.0799560546875
2001-09-19,1527.800048828125
