Date,CSCO
1998-01-02,6.295074462890625
1998-01-05,6.281521797180176
1998-01-06,6.200210094451904
1998-01-07,6.017252445220947
1998-01-08,6.085014820098877
1998-01-09,5.881728172302246
1998-01-12,6.037581920623779
1998-01-13,6.071461200714111
1998-01-14,6.179879665374756
1998-01-15,6.2273125648498535
1998-01-16,6.274749279022217
1998-01-20,6.450929641723633
1998-01-21,6.437375545501709
1998-01-22,6.261194229125977
1998-01-23,6.254419326782227
1998-01-26,6.139222145080566
1998-01-27,6.42382287979126
1998-01-28,6.708423137664795
1998-01-29,6.911706447601318
1998-01-30,6.837170600891113
1998-02-02,6.932037830352783
1998-02-03,6.830394268035889
1998-02-04,6.99979829788208
1998-02-05,6.979470729827881
1998-02-06,7.148873805999756
1998-02-09,6.938811779022217
1998-02-10,7.020127773284912
1998-02-11,7.033681392669678
1998-02-12,7.074337005615234
1998-02-13,7.033681392669678
1998-02-17,7.040455341339111
1998-02-18,7.101438999176025
1998-02-19,7.094667911529541
1998-02-20,7.135324954986572
1998-02-23,7.114992618560791
1998-02-24,7.020127773284912
1998-02-25,7.236965656280518
1998-02-26,7.2098612785339355
1998-02-27,7.142099857330322
1998-03-02,7.074337005615234
1998-03-03,6.993023872375488
1998-03-04,7.074337005615234
1998-03-05,6.708423137664795
1998-03-06,6.979470729827881
1998-03-09,6.637274742126465
1998-03-10,6.654214859008789
1998-03-11,6.789735794067383
1998-03-12,6.932037830352783
1998-03-13,6.99979829788208
1998-03-16,6.979470729827881
1998-03-17,6.99979829788208
1998-03-18,6.891378879547119
1998-03-19,6.972692966461182
1998-03-20,6.898156642913818
1998-03-23,7.020127773284912
1998-03-24,7.352162837982178
1998-03-25,7.541891574859619
1998-03-26,7.521566867828369
1998-03-27,7.521566867828369
1998-03-30,7.311503887176514
1998-03-31,7.41314697265625
1998-04-01,7.51478910446167
1998-04-02,7.616431713104248
1998-04-03,7.663867473602295
1998-04-06,7.480910301208496
1998-04-07,7.480910301208496
1998-04-08,7.399593353271484
1998-04-09,7.264070987701416
1998-04-13,7.2098612785339355
1998-04-14,7.338608264923096
1998-04-15,7.663867473602295
1998-04-16,7.609660625457764
1998-04-17,7.6367621421813965
1998-04-20,7.833270072937012
1998-04-21,8.009450912475586
1998-04-22,7.982345104217529
1998-04-23,7.772284507751465
1998-04-24,7.799386501312256
1998-04-27,7.6367621421813965
1998-04-28,7.684194564819336
1998-04-29,7.8061652183532715
1998-04-30,7.941686153411865
1998-05-01,7.982345104217529
1998-05-04,8.12464427947998
1998-05-05,7.982345104217529
1998-05-06,8.239843368530273
1998-05-07,8.172079086303711
1998-05-08,8.212735176086426
1998-05-11,8.104318618774414
1998-05-12,8.280498504638672
1998-05-13,8.239843368530273
1998-05-14,8.24661636352539
1998-05-15,8.280498504638672
1998-05-18,8.429574012756348
1998-05-19,8.715868949890137
1998-05-20,8.524441719055176
1998-05-21,8.429574012756348
1998-05-22,8.334709167480469
1998-05-26,8.239843368530273
1998-05-27,8.436347961425781
1998-05-28,8.402467727661133
1998-05-29,8.199182510375977
1998-06-01,7.975569725036621
1998-06-02,8.287272453308105
1998-06-03,8.090767860412598
1998-06-04,8.334709167480469
1998-06-05,8.395691871643066
1998-06-08,8.402467727661133
1998-06-09,8.619308471679688
1998-06-10,8.57865047454834
1998-06-11,8.571876525878906
1998-06-12,8.57865047454834
1998-06-15,8.483787536621094
1998-06-16,8.666741371154785
1998-06-17,8.748056411743164
1998-06-18,8.903907775878906
1998-06-19,9.012328147888184
1998-06-22,9.174958229064941
1998-06-23,9.41889762878418
1998-06-24,9.52054214477539
1998-06-25,9.439226150512695
1998-06-26,9.744156837463379
1998-06-29,9.95421314239502
1998-06-30,9.981321334838867
1998-07-01,10.252370834350586
1998-07-02,10.042306900024414
1998-07-06,10.082962036132812
1998-07-07,10.05585765838623
1998-07-08,10.218488693237305
1998-07-09,10.076186180114746
1998-07-10,10.076186180114746
1998-07-13,10.218488693237305
1998-07-14,10.286245346069336
1998-07-15,10.360784530639648
1998-07-16,10.381114959716797
1998-07-17,10.81479263305664
1998-07-20,11.187482833862305
1998-07-21,10.726702690124512
1998-07-22,10.679269790649414
1998-07-23,10.747025489807129
1998-07-24,10.597952842712402
1998-07-27,10.570850372314453
1998-07-28,10.408218383789062
1998-07-29,10.191384315490723
1998-07-30,10.679269790649414
1998-07-31,10.381114959716797
1998-08-03,10.462428092956543
1998-08-04,10.096516609191895
1998-08-05,10.489533424377441
1998-08-06,10.77413272857666
1998-08-07,10.503087043762207
1998-08-10,10.753804206848145
1998-08-11,10.625059127807617
1998-08-12,10.68604564666748
1998-08-13,10.482759475708008
1998-08-14,10.455656051635742
1998-08-17,10.6386079788208
1998-08-18,10.862227439880371
1998-08-19,10.977420806884766
1998-08-20,11.126495361328125
1998-08-21,11.14004898071289
1998-08-24,11.16715145111084
1998-08-25,11.268798828125
1998-08-26,11.234917640686035
1998-08-27,10.747025489807129
1998-08-28,10.265918731689453
1998-08-31,8.876799583435059
1998-09-01,9.757706642150879
1998-09-02,9.93388557434082
1998-09-03,9.825468063354492
1998-09-04,9.676393508911133
1998-09-08,10.259143829345703
1998-09-09,9.845797538757324
1998-09-10,9.588299751281738
1998-09-11,10.05585765838623
1998-09-14,10.157503128051758
1998-09-15,10.475983619689941
1998-09-16,10.509861946105957
1998-09-17,10.0016508102417
1998-09-18,9.930498123168945
1998-09-21,10.123619079589844
1998-09-22,10.225264549255371
1998-09-23,10.77413272857666
1998-09-24,10.560685157775879
1998-09-25,10.804628372192383
1998-09-28,10.77413272857666
1998-09-29,10.509861946105957
1998-09-30,10.052469253540039
1998-10-01,9.310478210449219
1998-10-02,9.066535949707031
1998-10-05,7.856985092163086
1998-10-06,7.511401176452637
1998-10-07,7.135324954986572
1998-10-08,7.592715263366699
1998-10-09,8.141586303710938
1998-10-12,8.517666816711426
1998-10-13,8.243229866027832
1998-10-14,8.477006912231445
1998-10-15,9.25965690612793
1998-10-16,9.005552291870117
1998-10-19,9.147849082946777
1998-10-20,8.802263259887695
1998-10-21,9.371466636657715
1998-10-22,9.503597259521484
1998-10-23,9.544255256652832
1998-10-26,9.981321334838867
1998-10-27,9.879679679870605
1998-10-28,10.225264549255371
1998-10-29,10.194768905639648
1998-10-30,10.245591163635254
1998-11-02,10.520030975341797
1998-11-03,10.3065767288208
1998-11-04,10.662327766418457
1998-11-05,11.028238296508789
1998-11-06,10.967254638671875
1998-11-09,10.896106719970703
1998-11-10,10.896106719970703
1998-11-11,10.743643760681152
1998-11-12,10.601343154907227
1998-11-13,10.520030975341797
1998-11-16,10.885941505432129
1998-11-17,11.180706977844238
1998-11-18,11.851548194885254
1998-11-19,11.922698974609375
1998-11-20,12.136147499084473
1998-11-23,12.39025592803955
1998-11-24,12.39025592803955
1998-11-25,12.532552719116211
1998-11-27,13.010273933410645
1998-11-30,12.258118629455566
1998-12-01,12.969618797302246
1998-12-02,12.725674629211426
1998-12-03,12.39025592803955
1998-12-04,12.725674629211426
1998-12-07,13.04076862335205
1998-12-08,12.979785919189453
1998-12-09,13.132250785827637
1998-12-10,13.20339298248291
1998-12-11,13.579471588134766
1998-12-14,13.071260452270508
1998-12-15,13.620128631591797
1998-12-16,13.447338104248047
1998-12-17,13.80308723449707
1998-12-18,14.707715034484863
1998-12-21,15.398881912231445
1998-12-22,15.25657844543457
1998-12-23,15.693652153015137
1998-12-24,15.317566871643066
1998-12-28,15.317566871643066
1998-12-29,15.205763816833496
1998-12-30,15.07361888885498
1998-12-31,15.093951225280762
1999-01-04,15.50052547454834
1999-01-05,15.764792442321777
1999-01-06,16.222185134887695
1999-01-07,16.852375030517578
1999-01-08,17.350421905517578
1999-01-11,17.025165557861328
1999-01-12,15.957916259765625
1999-01-13,15.592001914978027
1999-01-14,15.673319816589355
1999-01-15,16.537281036376953
1999-01-19,17.29960060119629
1999-01-20,17.258943557739258
1999-01-21,16.476293563842773
1999-01-22,16.720237731933594
1999-01-25,16.821882247924805
1999-01-26,17.421573638916016
1999-01-27,16.821882247924805
1999-01-28,17.7061710357666
1999-01-29,18.143238067626953
1999-02-01,18.7022705078125
1999-02-02,18.277912139892578
1999-02-03,18.072084426879883
1999-02-04,17.11664581298828
1999-02-05,16.466129302978516
1999-02-08,16.577930450439453
1999-02-09,15.602167129516602
1999-02-10,16.02906608581543
1999-02-11,17.0556583404541
1999-02-12,16.110380172729492
1999-02-16,16.110380172729492
1999-02-17,15.470026969909668
1999-02-18,15.642827987670898
1999-02-19,15.795287132263184
1999-02-22,16.598264694213867
1999-02-23,16.740562438964844
1999-02-24,16.252687454223633
1999-02-25,16.018901824951172
1999-02-26,15.90709400177002
1999-03-01,16.17136001586914
1999-03-02,15.561515808105469
1999-03-03,15.470026969909668
1999-03-04,15.978241920471191
1999-03-05,16.394981384277344
1999-03-08,17.004837036132812
1999-03-09,17.12681007385254
1999-03-10,16.974346160888672
1999-03-11,17.15730094909668
1999-03-12,16.791383743286133
1999-03-15,17.075986862182617
1999-03-16,17.238616943359375
1999-03-17,17.2487735748291
1999-03-18,17.380916595458984
1999-03-19,16.994672775268555
1999-03-22,16.710079193115234
1999-03-23,16.313657760620117
1999-03-24,16.984506607055664
1999-03-25,17.47239875793457
1999-03-26,17.10647201538086
1999-03-29,17.889129638671875
1999-03-30,17.878965377807617
1999-03-31,17.81797981262207
1999-04-01,17.878965377807617
1999-04-05,18.61079216003418
1999-04-06,18.74293327331543
1999-04-07,19.312124252319336
1999-04-08,19.129173278808594
1999-04-09,19.21048927307129
1999-04-12,19.149499893188477
1999-04-13,18.559968948364258
1999-04-14,18.011104583740234
1999-04-15,17.93994903564453
1999-04-16,17.187795639038086
1999-04-19,16.262845993041992
1999-04-20,16.51695442199707
1999-04-21,17.553712844848633
1999-04-22,18.407503128051758
1999-04-23,19.088510513305664
1999-04-26,19.129173278808594
1999-04-27,18.712434768676758
1999-04-28,18.173730850219727
1999-04-29,17.756994247436523
1999-04-30,18.549808502197266
1999-05-03,18.478654861450195
1999-05-04,17.665515899658203
1999-05-05,18.046672821044922
1999-05-06,17.391077041625977
1999-05-07,17.64518928527832
1999-05-10,17.76715850830078
1999-05-11,18.194055557250977
