Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
1998-01-02,975.0399780273438,975.0399780273438,965.72998046875,970.4299926757812,366730000
1998-01-05,977.0700073242188,982.6300048828125,969.0,975.0399780273438,628070000
1998-01-06,966.5800170898438,977.0700073242188,962.6799926757812,977.0700073242188,618360000
1998-01-07,964.0,966.5800170898438,952.6699829101562,966.5800170898438,667390000
1998-01-08,956.0499877929688,964.0,955.0399780273438,964.0,652140000
1998-01-09,927.6900024414062,956.0499877929688,921.719970703125,956.0499877929688,746420000
1998-01-12,939.2100219726562,939.25,912.8300170898438,927.6900024414062,705450000
1998-01-13,952.1199951171875,952.1400146484375,939.2100219726562,939.2100219726562,646740000
1998-01-14,957.9400024414062,958.1199951171875,948.0,952.1199951171875,603280000
1998-01-15,950.72998046875,957.9400024414062,950.27001953125,957.9400024414062,569050000
1998-01-16,961.510009765625,965.1199951171875,950.72998046875,950.72998046875,670080000
1998-01-20,978.5999755859375,978.5999755859375,961.47998046875,961.510009765625,644790000
1998-01-21,970.8099975585938,978.5999755859375,963.2899780273438,978.5999755859375,626160000
1998-01-22,963.0399780273438,970.8099975585938,959.489990234375,970.8099975585938,646570000
1998-01-23,957.5900268554688,966.4400024414062,950.8599853515625,963.0399780273438,635770000
1998-01-26,956.9500122070312,963.0399780273438,954.239990234375,957.5900268554688,555080000
1998-01-27,969.02001953125,973.22998046875,956.260009765625,956.9500122070312,679140000
1998-01-28,977.4600219726562,978.6300048828125,969.02001953125,969.02001953125,708470000
1998-01-29,985.489990234375,992.6500244140625,975.2100219726562,977.4600219726562,750760000
1998-01-30,980.280029296875,987.4099731445312,979.6300048828125,985.489990234375,613380000
1998-02-02,1001.27001953125,1002.47998046875,980.280029296875,980.280029296875,724320000
1998-02-03,1006.0,1006.1300048828125,996.9000244140625,1001.27001953125,692120000
1998-02-04,1006.9000244140625,1009.52001953125,999.4299926757812,1006.0,695420000
1998-02-05,1003.5399780273438,1013.510009765625,1000.27001953125,1006.9000244140625,703980000
1998-02-06,1012.4600219726562,1013.0700073242188,1003.3599853515625,1003.5399780273438,569650000
1998-02-09,1010.739990234375,1015.3300170898438,1006.280029296875,1012.4600219726562,524810000
1998-02-10,1019.010009765625,1022.1500244140625,1010.7100219726562,1010.739990234375,642800000
1998-02-11,1020.010009765625,1020.7100219726562,1016.3800048828125,1019.010009765625,599300000
1998-02-12,1024.1400146484375,1026.300048828125,1008.5499877929688,1020.010009765625,611480000
1998-02-13,1020.0900268554688,1024.1400146484375,1017.7100219726562,1024.1400146484375,531940000
1998-02-17,1022.760009765625,1028.02001953125,1020.0900268554688,1020.0900268554688,605890000
1998-02-18,1032.0799560546875,1032.0799560546875,1021.7000122070312,1022.760009765625,606000000
