Date,GE
2000-09-28,153.9917449951172
2000-09-29,151.243408203125
2000-10-02,153.04202270507812
2000-10-03,154.5136260986328
2000-10-04,154.02301025390625
2000-10-05,156.31222534179688
2000-10-06,155.49464416503906
2000-10-09,153.04202270507812
2000-10-10,151.8975372314453
2000-10-11,148.13685607910156
2000-10-12,142.57766723632812
2000-10-13,149.11785888671875
2000-10-16,151.07997131347656
2000-10-17,145.52076721191406
2000-10-18,145.1937713623047
2000-10-19,145.52076721191406
2000-10-20,136.3644256591797
2000-10-23,130.15118408203125
2000-10-24,139.6345672607422
2000-10-25,138.49000549316406
2000-10-26,136.3644256591797
2000-10-27,136.69139099121094
2000-10-30,141.2696075439453
2000-10-31,143.3952178955078
2000-11-01,142.4141082763672
2000-11-02,140.4520721435547
2000-11-03,139.4709930419922
2000-11-06,142.57766723632812
2000-11-07,143.7222137451172
2000-11-08,142.74110412597656
2000-11-09,142.74110412597656
2000-11-10,140.9425506591797
2000-11-13,134.56585693359375
2000-11-14,137.99942016601562
2000-11-15,137.34536743164062
2000-11-16,137.6724090576172
2000-11-17,135.71034240722656
2000-11-20,130.96861267089844
2000-11-21,132.7672576904297
2000-11-22,127.0445556640625
2000-11-24,129.1701202392578
2000-11-27,128.51608276367188
2000-11-28,130.3146514892578
2000-11-29,129.98764038085938
2000-11-30,129.66062927246094
2000-12-01,133.42132568359375
2000-12-04,135.05633544921875
2000-12-05,141.5965576171875
2000-12-06,141.10606384277344
2000-12-07,139.9615020751953
2000-12-08,144.376220703125
2000-12-11,144.70315551757812
2000-12-12,138.16293334960938
2000-12-13,138.65347290039062
2000-12-14,134.56585693359375
2000-12-15,130.3146514892578
2000-12-18,133.42132568359375
2000-12-19,131.13217163085938
2000-12-20,124.10139465332031
2000-12-21,125.2459716796875
2000-12-22,127.86198425292969
2000-12-26,129.0065460205078
2000-12-27,126.47379302978516
2000-12-28,127.12994384765625
2000-12-29,125.81770324707031
2001-01-02,114.82707214355469
2001-01-03,125.4896011352539
2001-01-04,126.14582061767578
2001-01-05,124.17724609375
2001-01-08,119.58425903320312
2001-01-09,117.1236801147461
2001-01-10,117.28768157958984
