Date,WMT
1998-04-09,5.373429298400879
1998-04-13,5.413088798522949
1998-04-14,5.631197452545166
1998-04-15,5.697290420532227
1998-04-16,5.558493614196777
1998-04-17,5.631197452545166
1998-04-20,5.52544641494751
1998-04-21,5.532052516937256
1998-04-22,5.532052516937256
1998-04-23,5.432913303375244
1998-04-24,5.3139472007751465
1998-04-27,5.241243839263916
1998-04-28,5.194976806640625
1998-04-29,5.214804172515869
1998-04-30,5.346991062164307
1998-05-01,5.353602409362793
1998-05-04,5.380037784576416
1998-05-05,5.340382099151611
1998-05-06,5.280895709991455
1998-05-07,5.353602409362793
1998-05-08,5.340382099151611
1998-05-11,5.406475067138672
1998-05-12,5.578319549560547
1998-05-13,5.723723888397217
1998-05-14,5.7303361892700195
1998-05-15,5.717116355895996
1998-05-18,5.75016450881958
1998-05-19,5.743556022644043
1998-05-20,5.803037643432617
1998-05-21,5.895571708679199
1998-05-22,5.86913537979126
1998-05-26,5.684070110321045
1998-05-27,5.75016450881958
1998-05-28,5.862522602081299
1998-05-29,5.8294782638549805
1998-06-01,5.974884510040283
1998-06-02,6.021149158477783
1998-06-03,5.9220099449157715
1998-06-04,5.988102436065674
1998-06-05,6.113677501678467
1998-06-08,6.133507251739502
1998-06-09,6.140120983123779
1998-06-10,6.265697479248047
1998-06-11,6.239257335662842
1998-06-12,6.219429969787598
1998-06-15,5.981494426727295
1998-06-16,6.067416191101074
1998-06-17,6.1881866455078125
1998-06-18,6.141857147216797
1998-06-19,6.12862491607666
1998-06-22,6.069055080413818
1998-06-23,6.267603874206543
1998-06-24,6.366884708404541
1998-06-25,6.353648662567139
1998-06-26,6.320556640625
1998-06-29,6.572052478790283
1998-06-30,6.433068752288818
1998-07-01,6.406593322753906
1998-07-02,6.426448822021484
1998-07-06,6.486013889312744
1998-07-07,6.472776889801025
1998-07-08,6.651474952697754
1998-07-09,6.684568881988525
1998-07-10,6.797080993652344
1998-07-13,6.783837795257568
1998-07-14,7.028722763061523
1998-07-15,6.975774765014648
1998-07-16,7.280220031738281
1998-07-17,7.306694030761719
1998-07-20,7.286836624145508
1998-07-21,7.200800895690918
1998-07-22,7.101521968841553
1998-07-23,6.724274635314941
1998-07-24,6.757369041442871
1998-07-27,6.763986110687256
1998-07-28,6.717656135559082
1998-07-29,6.446301460266113
1998-07-30,6.737514495849609
1998-07-31,6.684568881988525
1998-08-03,6.525725364685059
1998-08-04,6.181568145751953
1998-08-05,6.459542751312256
1998-08-06,6.777224063873291
1998-08-07,6.658092498779297
1998-08-10,6.677945137023926
1998-08-11,6.777224063873291
1998-08-12,6.989011287689209
1998-08-13,6.810314655303955
1998-08-14,6.605146884918213
1998-08-17,6.651474952697754
1998-08-18,6.803694725036621
1998-08-19,6.777224063873291
1998-08-20,6.856648921966553
1998-08-21,6.902976989746094
1998-08-24,7.1213765144348145
1998-08-25,7.253747940063477
1998-08-26,7.313314437866211
1998-08-27,7.187561511993408
1998-08-28,6.922831058502197
1998-08-31,6.247750282287598
1998-09-01,6.538960933685303
1998-09-02,6.3470258712768555
1998-09-03,6.366884708404541
1998-09-04,6.194806098937988
1998-09-08,6.6448564529418945
1998-09-09,6.466156482696533
1998-09-10,6.1881866455078125
1998-09-11,6.419834613800049
1998-09-14,6.479393482208252
1998-09-15,6.618379592895508
1998-09-16,6.67303991317749
1998-09-17,6.454356670379639
1998-09-18,6.421227931976318
1998-09-21,6.4344801902771
1998-09-22,6.613400459289551
1998-09-23,6.838703155517578
1998-09-24,6.659786224365234
1998-09-25,6.56701135635376
1998-09-28,6.513997554779053
1998-09-29,6.162785053253174
1998-09-30,5.791694641113281
1998-10-01,5.632655143737793
1998-10-02,5.877839088439941
1998-10-05,6.070010662078857
1998-10-06,6.308571815490723
1998-10-07,6.229053974151611
1998-10-08,6.0236287117004395
1998-10-09,6.268815040588379
1998-10-12,6.447732448577881
1998-10-13,6.354957103729248
1998-10-14,6.480865001678467
1998-10-15,6.851959228515625
1998-10-16,7.064009666442871
1998-10-19,7.289317607879639
1998-10-20,6.951356887817383
1998-10-21,6.885093688964844
1998-10-22,7.08389139175415
1998-10-23,7.209798336029053
1998-10-26,6.931480407714844
1998-10-27,6.706170082092285
1998-10-28,6.871838092803955
1998-10-29,7.150160789489746
1998-10-30,7.322452068328857
1998-11-02,7.295942783355713
1998-11-03,7.090517997741699
1998-11-04,7.2164225578308105
1998-11-05,7.448357582092285
1998-11-06,7.574262619018555
1998-11-09,7.481490135192871
1998-11-10,7.441729545593262
1998-11-11,7.3953447341918945
1998-11-12,7.289317607879639
1998-11-13,7.388718605041504
1998-11-16,7.5345025062561035
1998-11-17,7.594144344329834
1998-11-18,7.779691696166992
1998-11-19,7.739929676055908
1998-11-20,7.8194499015808105
1998-11-23,7.945355415344238
1998-11-24,7.925478458404541
1998-11-25,8.031501770019531
1998-11-27,8.117650032043457
1998-11-30,7.985113620758057
1998-12-01,7.938729763031006
1998-12-02,7.852582931518555
1998-12-03,7.58089017868042
1998-12-04,7.759807586669922
1998-12-07,7.912225723266602
1998-12-08,8.058006286621094
1998-12-09,8.14588737487793
1998-12-10,8.039752960205078
1998-12-11,8.099458694458008
1998-12-14,7.940250396728516
1998-12-15,8.152523040771484
1998-12-16,8.033121109008789
1998-12-17,8.07955551147461
1998-12-18,8.252021789550781
1998-12-21,8.344891548156738
1998-12-22,8.311721801757812
1998-12-23,8.643401145935059
1998-12-24,8.610231399536133
1998-12-28,8.477564811706543
1998-12-29,8.696465492248535
1998-12-30,8.570428848266602
1998-12-31,8.643401145935059
1999-01-04,8.557159423828125
1999-01-05,8.623499870300293
1999-01-06,8.769429206848145
1999-01-07,8.928641319274902
1999-01-08,8.862303733825684
1999-01-11,8.663300514221191
1999-01-12,8.530633926391602
1999-01-13,8.557159423828125
1999-01-14,8.464296340942383
1999-01-15,8.5040922164917
1999-01-19,8.497461318969727
1999-01-20,8.517363548278809
1999-01-21,8.391329765319824
1999-01-22,8.703100204467773
1999-01-25,8.703100204467773
1999-01-26,8.868936538696289
1999-01-27,9.041409492492676
1999-01-28,9.034772872924805
1999-01-29,9.127640724182129
1999-02-01,8.968435287475586
1999-02-02,8.875568389892578
1999-02-03,9.101106643676758
1999-02-04,8.888835906982422
1999-02-05,8.941902160644531
1999-02-08,9.067940711975098
1999-02-09,8.716365814208984
1999-02-10,8.590333938598633
1999-02-11,9.10773754119873
1999-02-12,8.955172538757324
1999-02-16,9.293478012084961
1999-02-17,9.02813720703125
1999-02-18,9.061306953430176
1999-02-19,8.994975090026855
1999-02-22,9.366443634033203
1999-02-23,9.286845207214355
1999-02-24,8.975068092346191
1999-02-25,9.021506309509277
1999-02-26,9.140907287597656
1999-03-01,9.114368438720703
1999-03-02,9.067940711975098
1999-03-03,9.273580551147461
1999-03-04,9.485845565795898
1999-03-05,9.897125244140625
1999-03-08,9.917023658752441
1999-03-09,9.97672176361084
1999-03-10,9.930289268493652
1999-03-11,10.1160306930542
1999-03-12,10.228793144226074
1999-03-15,10.268601417541504
1999-03-16,10.18898868560791
1999-03-17,10.239463806152344
1999-03-18,10.432031631469727
1999-03-19,10.066810607910156
1999-03-22,9.914083480834961
1999-03-23,9.615266799926758
1999-03-24,9.455897331237793
1999-03-25,9.761354446411133
1999-03-26,9.728155136108398
1999-03-29,10.09337329864502
1999-03-30,10.09337329864502
1999-03-31,9.794554710388184
1999-04-01,9.907445907592773
1999-04-05,10.13321590423584
1999-04-06,10.166420936584473
1999-04-07,10.358986854553223
1999-04-08,10.863656997680664
1999-04-09,10.916780471801758
1999-04-12,11.14255428314209
1999-04-13,11.109354019165039
1999-04-14,10.478514671325684
1999-04-15,10.385551452636719
1999-04-16,10.09337329864502
1999-04-19,9.535584449768066
1999-04-20,10.146499633789062
1999-04-21,10.358986854553223
1999-04-22,10.637885093688965
1999-04-23,10.823816299438477
1999-04-26,10.823816299438477
1999-04-27,10.783973693847656
1999-04-28,10.45195484161377
1999-04-29,9.960563659667969
1999-04-30,9.77463436126709
1999-05-03,9.80119514465332
1999-05-04,9.349653244018555
1999-05-05,9.575420379638672
1999-05-06,9.110593795776367
1999-05-07,9.509018898010254
1999-05-10,9.6019868850708
1999-05-11,10.053529739379883
1999-05-12,9.894159317016602
1999-05-13,9.987128257751465
1999-05-14,9.85431957244873
1999-05-17,9.708230972290039
1999-05-18,9.867606163024902
1999-05-19,9.708230972290039
1999-05-20,9.455897331237793
1999-05-21,9.19028091430664
1999-05-24,9.097318649291992
1999-05-25,9.004347801208496
1999-05-26,9.123881340026855
1999-05-27,8.738741874694824
1999-05-28,9.057472229003906
1999-06-01,9.230125427246094
1999-06-02,9.429337501525879
1999-06-03,9.668391227722168
1999-06-04,9.77463436126709
1999-06-07,9.721513748168945
1999-06-08,9.429337501525879
1999-06-09,9.37621021270752
1999-06-10,9.163721084594727
1999-06-11,9.070755004882812
1999-06-14,9.163721084594727
1999-06-15,9.030908584594727
1999-06-16,9.440441131591797
1999-06-17,9.280884742736816
1999-06-18,9.307479858398438
1999-06-21,9.586701393127441
1999-06-22,9.560105323791504
1999-06-23,9.440441131591797
1999-06-24,9.214404106140137
1999-06-25,9.240994453430176
1999-06-28,9.693072319030762
1999-06-29,9.959003448486328
1999-06-30,10.264817237854004
1999-07-01,10.158445358276367
1999-07-02,10.371190071105957
1999-07-06,10.464258193969727
1999-07-07,10.211634635925293
1999-07-08,9.998889923095703
1999-07-09,10.198335647583008
1999-07-12,10.091967582702637
1999-07-13,10.118558883666992
1999-07-14,10.131855010986328
1999-07-15,10.105264663696289
1999-07-16,10.211634635925293
1999-07-19,10.224932670593262
1999-07-20,9.972294807434082
1999-07-21,9.666481018066406
1999-07-22,9.613293647766113
1999-07-23,9.560105323791504
1999-07-26,9.706367492675781
1999-07-27,9.693072319030762
1999-07-28,9.586701393127441
1999-07-29,9.360668182373047
1999-07-30,8.988364219665527
1999-08-02,9.014958381652832
1999-08-03,8.921881675720215
1999-08-04,8.70914077758789
1999-08-05,8.802213668823242
1999-08-06,8.77562141418457
1999-08-09,8.549580574035645
1999-08-10,9.121330261230469
1999-08-11,9.227696418762207
1999-08-12,9.440441131591797
1999-08-13,9.533516883850098
1999-08-16,9.78614616394043
1999-08-17,9.985596656799316
1999-08-18,9.865928649902344
1999-08-19,9.799447059631348
1999-08-20,9.93241024017334
1999-08-23,10.158445358276367
1999-08-24,10.118558883666992
1999-08-25,10.291411399841309
1999-08-26,10.065372467041016
1999-08-27,9.93241024017334
1999-08-30,9.679779052734375
1999-08-31,9.427144050598145
1999-09-01,9.573407173156738
1999-09-02,9.719669342041016
1999-09-03,10.118558883666992
1999-09-07,9.839332580566406
1999-09-08,10.025485038757324
1999-09-09,10.105264663696289
1999-09-10,10.145147323608398
1999-09-13,10.211634635925293
1999-09-14,9.985596656799316
1999-09-15,9.690096855163574
1999-09-16,9.650167465209961
1999-09-17,9.929688453674316
1999-09-20,9.836519241333008
1999-09-21,9.743343353271484
1999-09-22,10.062796592712402
1999-09-23,9.943002700805664
1999-09-24,9.903072357177734
1999-09-27,9.863138198852539
1999-09-28,9.996243476867676
1999-09-29,9.71672534942627
1999-09-30,10.129347801208496
1999-10-01,10.28907585144043
1999-10-04,10.71501350402832
1999-10-05,10.91467571258545
1999-10-06,10.941292762756348
1999-10-07,10.927985191345215
1999-10-08,11.793168067932129
1999-10-11,11.487027168273926
1999-10-12,11.473719596862793
1999-10-13,10.927985191345215
1999-10-14,11.154260635375977
1999-10-15,10.821501731872559
1999-10-18,11.101021766662598
1999-10-19,11.220815658569336
1999-10-20,11.67337703704834
1999-10-21,11.686689376831055
1999-10-22,12.15255069732666
1999-10-25,11.9129638671875
1999-10-26,11.34061050415039
1999-10-27,11.287365913391113
1999-10-28,11.873038291931152
1999-10-29,11.99283218383789
1999-11-01,11.979523658752441
1999-11-02,11.952898979187012
1999-11-03,11.873038291931152
1999-11-04,11.92628002166748
1999-11-05,12.365522384643555
1999-11-08,12.458701133728027
1999-11-09,12.35221004486084
1999-11-10,12.16586685180664
1999-11-11,12.232426643371582
1999-11-12,12.53856372833252
1999-11-15,12.551873207092285
1999-11-16,12.751535415649414
1999-11-17,12.53856372833252
1999-11-18,12.645051956176758
1999-11-19,12.37883472442627
1999-11-22,12.08600902557373
1999-11-23,11.9129638671875
1999-11-24,12.338912963867188
1999-11-26,12.39547348022461
1999-11-29,12.565192222595215
1999-11-30,12.272350311279297
1999-12-01,12.475342750549316
1999-12-02,12.282336235046387
1999-12-03,12.578490257263184
1999-12-06,12.688312530517578
1999-12-07,12.35221004486084
1999-12-08,12.491973876953125
1999-12-09,13.257333755493164
1999-12-10,13.470300674438477
1999-12-13,14.481910705566406
1999-12-14,14.282256126403809
1999-12-15,14.069780349731445
1999-12-16,14.625917434692383
1999-12-17,13.853331565856934
1999-12-20,13.700145721435547
1999-12-21,13.81336498260498
1999-12-22,13.999847412109375
1999-12-23,14.359514236450195
1999-12-27,14.799087524414062
1999-12-28,14.772451400756836
1999-12-29,14.359514236450195
1999-12-30,14.452752113342285
1999-12-31,14.732486724853516
2000-01-03,14.23962116241455
2000-01-04,13.70680046081543
2000-01-05,13.427071571350098
2000-01-06,13.573599815368652
2000-01-07,14.599282264709473
2000-01-10,14.332863807678223
2000-01-11,14.119745254516602
2000-01-12,13.86664867401123
2000-01-13,13.879964828491211
2000-01-14,13.746761322021484
2000-01-18,13.973210334777832
2000-01-19,13.653519630432129
2000-01-20,13.50699234008789
2000-01-21,13.307191848754883
2000-01-24,12.654483795166016
2000-01-25,13.027463912963867
2000-01-26,13.2006196975708
2000-01-27,12.601202964782715
2000-01-28,11.748684883117676
2000-01-31,11.668766975402832
2000-02-01,12.507957458496094
2000-02-02,12.441352844238281
2000-02-03,12.441352844238281
2000-02-04,12.001776695251465
2000-02-07,11.881895065307617
2000-02-08,12.681117057800293
2000-02-09,12.321467399597168
2000-02-10,12.148299217224121
2000-02-11,11.948501586914062
2000-02-14,12.547917366027832
2000-02-15,12.36142635345459
2000-02-16,11.242508888244629
2000-02-17,10.310077667236328
2000-02-18,10.176871299743652
2000-02-22,10.25678825378418
2000-02-23,10.01701831817627
2000-02-24,10.203508377075195
2000-02-25,9.484203338623047
2000-02-28,9.843852996826172
2000-02-29,10.389997482299805
2000-03-01,10.443275451660156
2000-03-02,10.776289939880371
2000-03-03,11.215867042541504
2000-03-06,10.762969970703125
2000-03-07,10.136902809143066
2000-03-08,10.296754837036133
2000-03-09,10.42995548248291
2000-03-10,10.21683120727539
2000-03-13,10.16354751586914
2000-03-14,10.176871299743652
2000-03-15,10.989912033081055
2000-03-16,11.656767845153809
2000-03-17,11.896844863891602
2000-03-20,11.763465881347656
2000-03-21,12.083564758300781
2000-03-22,11.816816329956055
2000-03-23,11.523401260375977
2000-03-24,11.843487739562988
2000-03-27,11.83015251159668
2000-03-28,11.630095481872559
2000-03-29,12.537026405334473
2000-03-30,12.590384483337402
2000-03-31,12.056891441345215
2000-04-03,13.057182312011719
2000-04-04,12.803777694702148
2000-04-05,12.430326461791992
2000-04-06,13.04384708404541
2000-04-07,13.123878479003906
2000-04-10,13.564001083374023
2000-04-11,13.523993492126465
2000-04-12,13.323931694030762
2000-04-13,12.817117691040039
2000-04-14,11.73678970336914
2000-04-17,11.523401260375977
2000-04-18,11.496724128723145
2000-04-19,11.723459243774414
2000-04-20,12.310301780700684
2000-04-24,12.563703536987305
2000-04-25,12.737092971801758
2000-04-26,12.537026405334473
2000-04-27,12.310301780700684
2000-04-28,11.816816329956055
2000-05-01,12.363649368286133
2000-05-02,12.296961784362793
2000-05-03,11.403365135192871
2000-05-04,10.883204460144043
2000-05-05,10.949895858764648
2000-05-08,11.176628112792969
2000-05-09,11.310002326965332
2000-05-10,12.096904754638672
2000-05-11,11.9501953125
2000-05-12,12.123578071594238
2000-05-15,12.16358470916748
2000-05-16,12.376977920532227
2000-05-17,12.030216217041016
2000-05-18,12.363649368286133
2000-05-19,12.176924705505371
2000-05-22,12.243609428405762
2000-05-23,12.203598022460938
2000-05-24,12.136914253234863
2000-05-25,11.73678970336914
2000-05-26,11.523401260375977
2000-05-30,11.390033721923828
2000-05-31,12.296961784362793
2000-06-01,12.16358470916748
2000-06-02,12.603713035583496
2000-06-05,12.657065391540527
2000-06-06,12.430326461791992
2000-06-07,12.350311279296875
2000-06-08,12.136914253234863
2000-06-09,11.523401260375977
2000-06-12,11.256654739379883
2000-06-13,11.73678970336914
2000-06-14,11.7763090133667
2000-06-15,11.856423377990723
2000-06-16,11.509282112121582
2000-06-19,11.616093635559082
2000-06-20,11.642799377441406
2000-06-21,11.522632598876953
2000-06-22,11.215543746948242
2000-06-23,11.482576370239258
2000-06-26,11.482576370239258
2000-06-27,12.136817932128906
2000-06-28,11.959906578063965
2000-06-29,11.5626859664917
2000-06-30,12.310386657714844
2000-07-03,12.150166511535645
2000-07-05,12.17686653137207
2000-07-06,12.283686637878418
2000-07-07,13.151558876037598
2000-07-10,13.084799766540527
2000-07-11,13.245022773742676
2000-07-12,13.031387329101562
2000-07-13,12.630841255187988
2000-07-14,12.710942268371582
2000-07-17,12.97130298614502
2000-07-18,12.8311128616333
2000-07-19,12.817760467529297
2000-07-20,12.817760467529297
2000-07-21,12.751005172729492
2000-07-24,12.270334243774414
2000-07-25,12.644185066223145
2000-07-26,12.550719261169434
2000-07-27,12.8311128616333
2000-07-28,12.537373542785645
2000-07-31,11.803019523620605
2000-08-01,11.642799377441406
2000-08-02,11.549333572387695
2000-08-03,11.509282112121582
2000-08-04,11.309001922607422
2000-08-07,11.7763090133667
2000-08-08,12.310386657714844
2000-08-09,11.455869674682617
2000-08-10,10.895094871520996
2000-08-11,11.135427474975586
2000-08-14,11.295650482177734
2000-08-15,11.015263557434082
2000-08-16,10.668111801147461
2000-08-17,10.681466102600098
2000-08-18,10.86839485168457
2000-08-21,10.467836380004883
2000-08-22,10.494542121887207
2000-08-23,10.494542121887207
2000-08-24,10.561299324035645
2000-08-25,10.788278579711914
2000-08-28,10.574652671813965
2000-08-29,10.561299324035645
2000-08-30,10.347673416137695
2000-08-31,10.174099922180176
2000-09-01,10.4144287109375
2000-09-05,10.628058433532715
2000-09-06,10.681466102600098
2000-09-07,10.895094871520996
2000-09-08,11.135427474975586
2000-09-11,11.616093635559082
2000-09-12,11.53598403930664
2000-09-13,11.52208137512207
2000-09-14,11.228014945983887
2000-09-15,11.121081352233887
2000-09-18,10.933952331542969
2000-09-19,10.66661262512207
2000-09-20,10.37254810333252
2000-09-21,10.693343162536621
2000-09-22,10.800274848937988
2000-09-25,10.47947883605957
2000-09-26,10.131948471069336
2000-09-27,10.292350769042969
2000-09-28,10.38591194152832
2000-09-29,10.292350769042969
2000-10-02,9.891345024108887
2000-10-03,9.797775268554688
2000-10-04,9.864614486694336
2000-10-05,9.851243019104004
2000-10-06,9.730942726135254
2000-10-09,9.650742530822754
2000-10-10,9.918079376220703
2000-10-11,9.690845489501953
2000-10-12,9.436875343322754
2000-10-13,9.624013900756836
2000-10-16,10.118581771850586
2000-10-17,9.83788013458252
2000-10-18,9.998278617858887
2000-10-19,10.22551155090332
2000-10-20,9.958176612854004
2000-10-23,10.118581771850586
2000-10-24,10.345817565917969
2000-10-25,9.82451057434082
2000-10-26,9.289848327636719
2000-10-27,9.249741554260254
2000-10-30,9.356681823730469
2000-10-31,9.704212188720703
2000-11-01,9.984914779663086
2000-11-02,10.359177589416504
2000-11-03,10.131948471069336
2000-11-06,10.47947883605957
2000-11-07,10.46611499786377
2000-11-08,10.426013946533203
2000-11-09,10.078479766845703
2000-11-10,9.343317031860352
2000-11-13,9.690845489501953
2000-11-14,10.02501106262207
2000-11-15,10.47947883605957
2000-11-16,10.319073677062988
2000-11-17,10.38591194152832
2000-11-20,10.23888111114502
2000-11-21,10.078479766845703
2000-11-22,9.81114673614502
2000-11-24,9.664111137390137
2000-11-27,10.546316146850586
2000-11-28,10.47947883605957
2000-11-29,11.09434986114502
2000-11-30,11.16118049621582
2000-12-01,10.947314262390137
2000-12-04,11.508715629577637
2000-12-05,11.816145896911621
2000-12-06,11.722578048706055
2000-12-07,11.762677192687988
2000-12-08,11.642380714416504
2000-12-11,10.987411499023438
2000-12-12,11.09434986114502
2000-12-13,10.760175704956055
2000-12-14,10.920575141906738
2000-12-15,10.66661262512207
2000-12-18,10.813651084899902
2000-12-19,10.265613555908203
2000-12-20,10.479209899902344
2000-12-21,11.081470489501953
2000-12-22,11.24206829071045
2000-12-26,10.840564727783203
2000-12-27,11.255454063415527
2000-12-28,11.335752487182617
2000-12-29,11.375899314880371
2001-01-02,11.536499977111816
2001-01-03,12.513493537902832
2001-01-04,12.031688690185547
2001-01-05,11.549890518188477
2001-01-08,11.549890518188477
2001-01-09,11.295598030090332
2001-01-10,11.068084716796875
2001-01-11,11.121615409851074
2001-01-12,11.335752487182617
2001-01-16,11.710488319396973
2001-01-17,11.549890518188477
2001-01-18,11.362517356872559
2001-01-19,10.880715370178223
2001-01-22,11.255454063415527
2001-01-23,11.42944049835205
2001-01-24,11.456204414367676
2001-01-25,11.56326675415039
2001-01-26,11.482970237731934
2001-01-29,11.606099128723145
2001-01-30,11.514016151428223
2001-01-31,12.162847518920898
2001-02-01,11.927294731140137
2001-02-02,11.726015090942383
2001-02-05,11.529008865356445
2001-02-06,11.391958236694336
2001-02-07,11.704595565795898
2001-02-08,11.199239730834961
2001-02-09,10.792383193969727
2001-02-12,11.4454984664917
2001-02-13,11.58468246459961
2001-02-14,11.34913444519043
2001-02-15,11.135000228881836
2001-02-16,11.212087631225586
2001-02-20,11.434785842895508
2001-02-21,10.75169849395752
2001-02-22,10.642495155334473
2001-02-23,10.766687393188477
2001-02-26,10.935858726501465
2001-02-27,10.918723106384277
2001-02-28,10.726003646850586
2001-03-01,10.35127067565918
2001-03-02,10.475468635559082
2001-03-05,10.35768985748291
2001-03-06,10.610371589660645
2001-03-07,10.856624603271484
2001-03-08,11.060056686401367
2001-03-09,10.87375259399414
2001-03-12,10.344842910766602
2001-03-13,10.449769020080566
2001-03-14,10.107156753540039
2001-03-15,10.246338844299316
2001-03-16,10.049333572387695
2001-03-19,10.145696640014648
2001-03-20,10.252764701843262
2001-03-21,10.359987258911133
2001-03-22,10.059762001037598
2001-03-23,10.201298713684082
2001-03-26,10.636629104614258
2001-03-27,10.784594535827637
2001-03-28,10.649496078491211
2001-03-29,10.855364799499512
2001-03-30,10.829625129699707
2001-04-02,10.859652519226074
2001-04-03,10.54870319366455
2001-04-04,10.694527626037598
2001-04-05,10.838202476501465
2001-04-06,10.988321304321289
2001-04-09,10.786738395690918
2001-04-10,10.90254020690918
2001-04-11,10.771729469299316
2001-04-12,10.658075332641602
2001-04-16,10.518680572509766
2001-04-17,10.559428215026855
2001-04-18,11.307849884033203
2001-04-19,11.258528709411621
2001-04-20,11.089109420776367
2001-04-23,11.159883499145508
2001-04-24,10.743852615356445
2001-04-25,10.866084098815918
2001-04-26,10.988321304321289
2001-04-27,11.329294204711914
2001-04-30,11.09554386138916
2001-05-01,11.472975730895996
2001-05-02,11.382909774780273
2001-05-03,11.387199401855469
2001-05-04,11.37004280090332
2001-05-07,11.162027359008789
2001-05-08,11.147018432617188
2001-05-09,11.063379287719727
2001-05-10,11.455818176269531
2001-05-11,11.601644515991211
2001-05-14,11.655259132385254
2001-05-15,11.151302337646484
2001-05-16,11.076250076293945
2001-05-17,11.099837303161621
2001-05-18,11.159883499145508
2001-05-21,11.408638954162598
2001-05-22,11.477264404296875
2001-05-23,11.262813568115234
2001-05-24,11.342164039611816
2001-05-25,10.979742050170898
2001-05-29,10.981887817382812
2001-05-30,11.03764820098877
2001-05-31,11.09769344329834
2001-06-01,11.09125804901123
2001-06-04,10.934710502624512
2001-06-05,11.001190185546875
2001-06-06,10.883243560791016
2001-06-07,10.95830249786377
2001-06-08,10.941145896911621
2001-06-11,10.771729469299316
2001-06-12,10.84463882446289
2001-06-13,10.754573822021484
2001-06-14,10.615182876586914
2001-06-15,10.325679779052734
2001-06-18,10.405022621154785
2001-06-19,10.477940559387207
2001-06-20,10.694835662841797
2001-06-21,10.834430694580078
2001-06-22,10.733498573303223
2001-06-25,10.52303409576416
2001-06-26,10.544507026672363
2001-06-27,10.415657997131348
2001-06-28,10.602493286132812
2001-06-29,10.480086326599121
2001-07-02,10.684097290039062
2001-07-03,10.570281982421875
2001-07-05,10.437131881713867
2001-07-06,10.166540145874023
2001-07-09,10.361966133117676
2001-07-10,10.20090103149414
2001-07-11,10.490819931030273
2001-07-12,11.135090827941895
2001-07-13,11.360579490661621
2001-07-16,11.485145568847656
2001-07-17,11.457220077514648
2001-07-18,11.59251880645752
2001-07-19,11.646209716796875
2001-07-20,11.65694522857666
2001-07-23,11.388503074645996
2001-07-24,11.40353775024414
2001-07-25,11.833047866821289
2001-07-26,11.918944358825684
2001-07-27,11.899617195129395
2001-07-30,12.000554084777832
2001-07-31,12.004851341247559
2001-08-01,11.813715934753418
2001-08-02,12.02417278289795
2001-08-03,11.895325660705566
2001-08-06,11.704192161560059
2001-08-07,11.828751564025879
2001-08-08,11.710634231567383
2001-08-09,11.633321762084961
2001-08-10,11.51091194152832
2001-08-13,11.210254669189453
2001-08-14,11.244616508483887
2001-08-15,11.167303085327148
2001-08-16,11.100727081298828
2001-08-17,10.909597396850586
2001-08-20,11.079254150390625
2001-08-21,10.724905967712402
2001-08-22,10.789332389831543
2001-08-23,10.681952476501465
2001-08-24,10.94180679321289
2001-08-27,10.821544647216797
2001-08-28,10.75926685333252
2001-08-29,10.555251121520996
2001-08-30,10.222373008728027
2001-08-31,10.319018363952637
2001-09-04,10.40492057800293
2001-09-05,10.555251121520996
2001-09-06,10.172986030578613
2001-09-07,9.926013946533203
2001-09-10,9.92816162109375
2001-09-17,9.44925594329834
