,Start_Price,Peak_Price,Peak_Date,Bottom_Price,Bottom_Date,Peak_to_Trough_Drop,Final_Price,Recovery_Status
^IXIC,1581.530029296875,5048.6201171875,2000-03-10 00:00:00,1114.1099853515625,2002-10-09 00:00:00,-77.93238628593402,2009.8800048828125,False
CSCO,6.295074462890625,52.081756591796875,2000-03-27 00:00:00,5.594419002532959,2002-10-08 00:00:00,-89.25839032968771,15.690394401550293,False
INTC,10.279914855957031,42.57032012939453,2000-08-31 00:00:00,7.557732105255127,2002-10-08 00:00:00,-82.24647575521388,18.404823303222656,False
AMZN,0.24791699647903442,5.334374904632568,1999-12-10 00:00:00,0.2985000014305115,2001-09-28 00:00:00,-94.40421779932859,2.6414999961853027,False
GE,62.3482551574707,156.60165405273438,2000-08-28 00:00:00,59.71930694580078,2002-10-09 00:00:00,-61.8654685948012,86.33650207519531,False
WMT,4.157597541809082,14.799087524414062,1999-12-27 00:00:00,9.249741554260254,2000-10-27 00:00:00,-37.49789276534145,11.503959655761719,False
^GSPC,975.0399780273438,1527.4599609375,2000-03-24 00:00:00,776.760009765625,2002-10-09 00:00:00,-49.14694789846552,1109.6400146484375,False
